Naam,Geslacht,Welke sporten heb je beoefend?,"Anders, namelijk",Hoeveel jaar heb je je langst beoefende sport beoefend?,Wat is het fanatiekst dat je hebt gesport?,Wat is je beste sportprestatie?,Heb je eerder geroeid?,"Zo ja, hoe lang?","Zo ja, hoe vaak per week?","Zo ja, bij welke vereniging?",Hoe vaak ben je van plan te gaan roeien per week?,Gewicht (in kg),Lengte (in cm),Ik wil naar Skøll voor,Heb je je naast sport op een ander gebied buitengewoon ingezet?,Waar ken je Skøll van?,"Anders, namelijk.1",Waarom zou jij goed bij Skøll passen?,Instituut,Wanneer ben je begonnen met je studie?,Wanneer verwacht je af te studeren?,Heb je je zwemdiploma A?,"Indien je niet in Amsterdam woont, ben je op zoek naar een kamer in Amsterdam?","Op Skøll eten veel mensen vegetarisch, pas je voorkeur hieronder aan als je toch wel vlees wilt eten",Heb je medische bijzonderheden waar wij rekening mee moeten houden?,Namelijk,Heb je allergieën waar wij rekening mee moeten houden?,Wanneer kun je roeien?
5192192770721722485,Vrouw,"ice-skating, other","Turnen, Acrogym, Dansen",12 jaar,,"Halve finale NK acrogym, niveau E senior",Nee,,? keer per week,,2 à 3 keer per week,78,173,,,friend,,Ik ken veel mensen bij skoll en hoor altijd vele leuke verhalen.Verder vind ik de sfeer bij skoll erg prettig en lijkt het me leuk om te roeien. ,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ne ja ja ja, ja ja ja ja, ne ja ja ja, ne ne ne ne"
5118791438530728909,Vrouw,"swimming, other",Netball,7 jaar,,nvt,Nee,,? keer per week,,2 à 3 keer per week,85,186,,,friend,,,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
3446894934887174974,Vrouw,"hockey, other",Rugby,"Hockey; 10jr, Rugby; 4.5jr",,Jeugd EK (2x) en debuut in Nederlands A tijdens oefentoernooi,Nee,,? keer per week,,3 à 4 keer per week,66,165,,,friend,,"Omdat ik fanatiek en gedreven ben, maar zeker ook van gezelligheid houd en dat ben ik tot nu toe op Skøll tegen gekomen. Daarnaast denk ik dat ik onwijs van het roeien en van Skøll ga houden en dan vind ik het alleen maar leuk om anderen net zo enthousiast te maken als ik zelf ben, want hoe meer (blije) skøllies, hoe beter. Ook weet ik dat ik lekker fanatiek en een beetje gek ben en ik denk dat Skøll dat wel kan gebruiken!",,,,Nee,n.v.t.,,Nee,,,"ja ja ja ne, ne ja ja ne, ne ne ne ne, ja ja ja ne, ja ja ja ne"
5802366684633767795,Man,"soccer, tennis",,8 jaar,,,Nee,,? keer per week,,2 à 3 keer per week,72,182,,,friend,,"sportief, fanatiek en ik houd wel van gezelligheid.",,,,Nee,n.v.t.,,Nee,,,"ne ne ne ja, ja ja ja ja, ne ne ne ja, ja ja ja ja, ja ja ja ja"
2507112669754866326,Vrouw,"ice-skating, soccer, tennis",Fitness: 2 jaar,Schaatsen: 3 jaar Tennis: 10 jaar Voetbal: 8 jaar,,City Run Rotterdam gelopen,Nee,,? keer per week,,? keer per week,54,166,,,other,Mijn nichten zijn oud lid,Ik hou van gezelligheid en sporten en het lijkt me heel leuk om dit te doen bij skoll en nieuwe vrienden in Amsterdam te maken! ,Hogeschool van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ne ne ja ja, ja ja ja ja"
2083426195928492866,Vrouw,hockey,,12,,Proventiaal team Brussel,Nee,,? keer per week,,Minder dan 2 keer per week,58,180,,,friend,,"Omdat ik sportief ben, hou van teamsport en gezelligheid",,,,Nee,Nee,,Nee,,,"ne ja ja ne, ja ja ja ja, ja ja ja ja, ja ja ja ja, ne ne ne ne"
-2091089843827848108,Vrouw,"atletics, ice-skating, tennis",,"2 jaar schaatsen, 4 jaar atletiek en 6 jaar tennis",,sporten met plezier,Nee,,? keer per week,,2 à 3 keer per week,64,172,,,friend,,Het lijkt me heel leuk om te sporten in team verband en ook om het sporten te combineren met gezelligheid en borrelen. Ik denk dat dit heel goed kan bij Skoll. ,,,,Nee,n.v.t.,,Nee,,,"ne ne ja ja, ne ja ja ja, ne ne ja ja, ja ja ja ja, ja ja ja ja"
-6339150038586392222,Vrouw,"ice-skating, soccer, hockey, other",krachttraining in de sportschool,"2 jaar schaatsen in de winter, 2 jaar hockey, 6 jaar voetbal",,kampioen worden met mijn voetbalteam,Nee,,? keer per week,,2 à 3 keer per week,62,173,,,friend,,Ik hou van sporten en van gezelligheid en in de buitenlucht zijn. Ook vind ik het altijd leuk om in een team te sporten. Ik denk dat deze vier dingen goed gecombineerd kunnen worden bij een vereniging als Skoll.,Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ne ne ne ja, ja ja ja ja, ne ja ja ja, ja ja ja ja"
511204515990169363,Vrouw,hockey,,5 jaar,,,Nee,,? keer per week,,Minder dan 2 keer per week,56,162,,,friend,,"Allereerst hou ik van een goed feestje en gezelligheid en omdat ik ook graag weer zou sporten, zijn roeiverenigingen een perfecte optie. De vrijheid en het feit dat iedereen wordt geaccepteerd binnen Skøll, zonder ontgroening of rare regels passen precies bij het beeld dat ik heb van een leuke studentenvereniging en dus lijkt het me heel leuk om daar onderdeel van uit te maken.",,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ne ja ja ja, ja ja ja ja, ja ja ja ja, ne ja ja ja"
-943470230374838698,Vrouw,"rowing, cycling, other",cross-country running,"rowing 2 years, cycling 10 years, running 4 years",,competed in 3-day 235 mile cycling race every year until 19 years old,Ja,2 years,4 à 5 keer per week,University of Essex Rowing Club,3 à 4 keer per week,67,166.4,,,internet,,"After learning to row in the UK, I fell completely in love with the sport! I adhere to the \""work hard, play hard\"" mentality of rowers and enjoy both the physical challenges and the deep social connections rowing brings. I am a dedicated teammate and have most of my experience in 4+ and 8+ boats. ",,,,Nee,Nee,,Nee,,,"ne ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ne ne ja ja"
4964120661282801948,Man,tennis,,10 jaar,,"Geen idee, weleens kampioen geworden in de competitie maar verder niks boekingswaardig",Nee,,? keer per week,,2 à 3 keer per week,78,191,,,friend,,Nadat ik anderhalf jaar geleden ben gestopt met tennis heb ik zin om weer fanatiek een  sport  te  gaan beoefenen. Roeien heeft me altijd al leuk geleken vandaar dat de keuze snel gemaakt was.,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ne ne ne ne, ne ne ne ne, ne ne ne ne, ja ja ja ja"
-4460844662846884112,Man,"cycling, soccer, swimming",,8 jaar,,Amsterdam Breda in een dag fietsen. ,Ja,4 weken,Minder dan 2 keer per week,School.,2 à 3 keer per week,73,185,,,friend,,Wil graag nieuwe vrienden maken en mijn studie leuker en sportiever maken,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
2004113356792380571,Man,"rowing, ice-skating",Turnen,"Drie jaar, twee jaar, vier jaar",,Beerpong kampioen,Ja,Drie jaar,2 à 3 keer per week,Die Leythe,2 à 3 keer per week,108,193,,,,Op Die Leythe,"Ik ben op zoek naar een grote vereniging waar ik veel kan zijn en veel nieuwe mensen kan ontmoeten. Ik heb eerder geroeid, dus ik weet dat ik het leuk vind en ik heb ontzettend veel zin om sport en gezelligheid te combineren in een gevarieerd en leuk gezelschap.",Universiteit van Amsterdam,,,Nee,Ja,,Nee,,,"ja ja ja ja, ne ne ne ne, ja ja ja ja, ja ja ja ja, ne ne ja ja"
2804309908501104831,Vrouw,"hockey, other","Yoga, hardlopen, sportschool","7 jaar Hockey, 4 jaar yoga, hardlopen 3 jaar",,7 heuvelenloop,Nee,,? keer per week,,2 à 3 keer per week,57,172,,,friend,,Ik woon sinds kort in Amsterdam en wil graag bij een vereniging. Het lijkt me erg leuk om te gaan roeien en hierbij nieuwe mensen te leren kennen! ,,,,Nee,Nee,,Nee,,,"ne ja ja ja, ja ja ja ja, ne ja ja ja, ja ja ja ja, ja ja ja ja"
-256038068530914610,Man,tennis,,7 jaar,,,Nee,,? keer per week,,2 à 3 keer per week,73,195,,,"flyer, internet, stand",,Ik ben fanatiek en gezellig en houd van zuipen en sporten.,Vrije Universiteit Amsterdam,,,Nee,Ja,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
5099239796716415572,Vrouw,"tennis, other",Paardrijden ,15 jaar,,"Noord-hollands kampioen, 10 plek op het NK. ",Nee,,? keer per week,,Meer dan 4 keer per week,73,170,,,"internet, friend, stand",,Omdat ik uit huis ga moet ik helaas stoppen met actief paardrijden. Zoekend naar een nieuwe sport kwam ik uit op roeien. Roeien lijkt mij ontzettend leuk. De combinatie van sport en gezelligheid spreekt mij bij Skoll erg aan! ,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ne ne ja, ja ne ne ja, ne ja ja ja, ja ja ja ja"
1493520159020643536,Vrouw,"hockey, other","paardrijden, hardlopen, fitness, bootcamp",2-9 jaar,,3x per week 10km hardlopen,Nee,,? keer per week,,2 à 3 keer per week,54,157,,,"internet, friend",,omdat ik sportief en sociaal ben,Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ne ne ne ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-6399493596682217179,Vrouw,"ice-skating, tennis, other",Paardrijden,"2 jaar, 2 jaar, 14 jaar, respectievelijk",,Eerste plaats in een wedstrijd binnen de manege.,Nee,,? keer per week,,2 à 3 keer per week,71,169,,,"internet, friend",,Ik wil graag gezelligheid en sportiviteit combineren en denk dat dit het beste kan bij Skoll.,Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ja ja ja ja, ne ja ja ja, ja ja ja ja, ja ja ja ja"
7163380747494830606,Vrouw,other,"Turnen, skiën, hardlopen en fitness","turnen 7 jaar, skiën 9 jaar, hardlopen 6 jaar en fitness 1 jaar",,3 jaar op rij eerste geworden bij de Singelloop in Venray in mijn categorie op de 10 km.,Nee,,? keer per week,,2 à 3 keer per week,54,165,,,"internet, friend",,"Ik ben sportief, gedisciplineerd en een echt buitenmens",Hogeschool van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ne ne ja ja, ne ne ja ja, ne ne ja ja, ja ja ja ja, ja ja ja ja"
1005886419849200328,Vrouw,"soccer, tennis, swimming",,Van mijn 6e tot mijn 18e,,"Het jarenlang voetballen in een herenteam als enige dame. Hiervoor heb ik mezelf echt moeten bewijzen, zowel fysiek als mentaal. Uiteindelijk kon ik heel goed mee komen met de rest van de heren, die al veel langer voetbalde dan ik, destijds. Ik ben een doorzetter en heb een winnaarsmentaliteit. Opgeven is geen optie.",Nee,,? keer per week,,3 à 4 keer per week,55,170,,,"internet, friend, stand",,"Als ik iets in mijn hoofd heb zitten, zal ik er ook alles voor opzij zetten om dit te behalen of te doen. Met volledige toewijding en compassie wil ik mezelf zowel fysiek als mentaal uitdagen. Verder gaan dan je eigen grenzen. Elkaar door een barre tijd heen slepen. Ik denk dat Skoll voor mij deze nieuwe uitdaging kan zijn. Ik ben gek op het water en wil weer de competitieve energie voelen, maar ook vrienden voor het leven maken. ",Hogeschool van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ja ja ne ne"
3303609466954563265,Vrouw,"tennis, swimming, hockey",,"Ik heb 12 jaar gehockeyd, 5 jaar getennist en ik zwem regelmatig bij een zwemclub.",,Twee jaar op rij zowel eerste in de competitie als club kampioen worden met mijn hockeyteam!,Nee,,? keer per week,,2 à 3 keer per week,67,179,,,"friend, stand",,"In de periode van een jaar dat ik nu in Amsterdam woon ben ik erachter gekomen dat een vereniging toch wel ontbreekt in mijn studentenleven. Daarnaast heb ik me dit seizoen uitgeschreven bij mijn hockeyclub in Heiloo en sporten in een team mis ik nu al! Van de geweldige verhalen die ik gehoord heb van vrienden en de feestjes die ik bezocht heb weet ik zeker dat Skoll goed bij mij gaat passen. Vooral de gezelligheid en de relaxte sfeer van de leden vond ik heel fijn en past goed bij mij! Ik zou mezelf omschrijven als een vrolijk, relaxt en spontaan mens die het met iedereen wel kan vinden. Het lijkt me top om weer heerlijk sportief bezig te zijn en leuke mensen om me heen te hebben.",,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-4436675475071197865,Vrouw,tennis,Paardrijden,Tennis: 2 jaar / Paardrijden: 11 jaar,,Nederlands Kampioenschap Carrousel (paardrijden) ,Nee,,? keer per week,,2 à 3 keer per week,63,175,,,friend,,"Ik zou heel graag sporten naast mijn studie, aangezien ik dit vorig jaar tijdens mijn tussenjaar erg gemist heb. Door de verhalen van studerende vrienden die ook roeien naast hun studie (waaronder één bij Skøll), werd ik heel enthousiast. ",,,,Nee,Nee,,Nee,,,"ne ja ja ja, ja ja ja ja, ne ne ne ne, ja ja ja ja, ne ne ja ja"
-896216071172901806,Man,soccer,,12 jaar,,Als laatste eindigen maar wel de respectbeker winnen,Nee,,? keer per week,,2 à 3 keer per week,68,178,,,"internet, friend",,Studeren alleen is te saai en daarnaast wil ik ook sporten,,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ja ja ja ja, ne ja ja ja"
2931716792570107458,Vrouw,"rowing, atletics, soccer, other","Paardrijden, hardlopen","Roeien: halfjaar, atletiek: 1 jaar, voetbal: 6 jaar, paardrijden: 5 jaar",,We mochten met ons voetbalteam (MC1) meedoen aan een internationaal voetbaltoernooi in Berlijn. ,Ja,Iets minder dan een halfjaar,2 à 3 keer per week,W.S.R. Argo,2 à 3 keer per week,59,175,,,friend,,"Afgelopen jaar ben ik begonnen aan een studie in Wageningen en daar ben ik met heel veel plezier begonnen met roeien. Ik stopte na een halfjaar met mijn studie en daarmee ook met roeien bij Argo. In het halfjaar daarna heb ik het roeien erg gemist, dus kijk ik er heel erg naar uit om dit weer op te pikken bij Skøll. Natuurlijk houd ik ook heel erg van een borrel en een feestje! ",,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ne ne ne ne"
4919066915172244202,Vrouw,"ice-skating, hockey, other",Turnen + ballet,"Turnen 10 jaar, hockey 2 jaar, ballet 2 jaar, schaatsen 2 jaar",,Halve finale Nederlandse kampioenschappen turnen gehaald,Nee,,? keer per week,,2 à 3 keer per week,60,167,,,"poster, internet, friend, stand",,"Omdat roeien mij de perfecte studentensport lijkt en ik zeker van een feestje en gezelligheid hou, maar niet zo weg ben van corporaal. Daarom is Skøll, en niet Nereus of Okeanos, de ideale roeivereniging voor mij.",,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
565210963327322941,Vrouw,"tennis, swimming, hockey, other",Skien,4/5 jaar,,Met skien (slalom race) nummer 1 van Luxemburg zijn in de categorie vrouw 16 t/m 18 jaar.,Nee,,? keer per week,,2 à 3 keer per week,68,173,,,"internet, friend",,Ik zou goed bij Skoll passen omdat ik het leuk vind om bezig te zijn/om te sporten maar ook om een band op te bouwen en nieuwe mensen te leren kennen. Bij Skoll kan dit beide tegelijkertijd! ,,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ja ja ja ja, ne ja ja ja"
7258689037910569666,Vrouw,other,Karate and Mountain climbing,Karate for 9 years and climbing for 3 years,,"Black belt in Karate, climbed highest mountain in Iran 3 times (mount Damavand, 5670m)",Nee,,? keer per week,,2 à 3 keer per week,62,173,,,internet,,"I still don\'t know a lot about Skoll, but I like student sport groups a lot, I was a member of my previous uninversity\'s climbing group",,,,Nee,n.v.t.,,Nee,,,"ne ne ne ja, ja ja ja ja, ne ne ne ne, ne ne ne ja, ja ja ja ja"
-753569096916028045,Vrouw,"tennis, other",Korfbal,10jaar,,Competitie op hoofdklasse niveau met korfbal (op mn 16e gestopt vanwege tussenjaar en knieblessure),Nee,,? keer per week,,2 à 3 keer per week,67,171,,,"internet, friend",,"Skøll zou goed bij mij passen, omdat je sport kan combineren met ontspanning en omdat je veel leuke mensen kan leren kennen! Ook omdat het vrijblijvend is. ",,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ne ja ja ja, ne ne ja ja, ne ja ja ja, ja ja ja ne"
1422429771681222949,Man,"rowing, soccer, volleyball",,Voetbal: 12 jaar Volleyball: 2 jaar Roeien: 1 jaar,,kapitein van het voetbalteam,Ja,1 jaar,Minder dan 2 keer per week,Alster Ruder Club,2 à 3 keer per week,90,195,,,"friend, stand",,omdat ik echt van roeien geniet,,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ne ja ja ja"
-6887560271395776898,Vrouw,soccer,,7 jaar,,"Gewoon competitie voetbal, 1e klasse",Nee,,? keer per week,,2 à 3 keer per week,68,177,,,friend,,,,,,Nee,Ja,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ne"
-2893783575491931524,Man,soccer,,11 jaar,,Eerste jeugdelftallen van de club,Ja,14 weken,Minder dan 2 keer per week,-,2 à 3 keer per week,77,194,,,friend,,Ik wil graag sporten en vind gezelligheid daarbij belangrijk. ,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ne ne ne ne, ja ja ja ja, ja ja ja ja, ja ja ja ja"
7712804600161893917,Vrouw,volleyball,,5 jaar,,,Ja,6 maanden,Minder dan 2 keer per week,Viking in Utrecht,2 à 3 keer per week,62,170,,,"friend, stand",,Ik hou erg van sporten en gezelligheid en ik vind dat Skøll deze twee dingen precies goed combineert. De sfeer op de vereniging en de mensen spraken me ook heel erg aan.,Universiteit van Amsterdam,,,Nee,Ja,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja"
-6578990332102099084,Vrouw,hockey,-,13 jaar,,Ik heb op Upward in de SuperA en SuperB competitie gespeeld (valt onder de landelijke bond) en selectie gedaan voor het district team en het Nederlands B elftal maar helaas beide niet gehaald. ,Nee,-,? keer per week,-,2 à 3 keer per week,70,169,,,other,intree week,"Ik zou goed bij Skøll passen omdat ik hou van watersporten, heb met mijn ouders altijd gezeild, en een feestje :). Ben competitief ingesteld en het lijkt mij leuk om te leren roeien. In de intree week heb ik op de vereniging gegeten en vond de sfeer erg prettig en de mensen aardig. ",,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-4070282333865474071,Man,cycling,,12 jaar,,4e NK ploegentijdrit,Nee,,? keer per week,,2 à 3 keer per week,73,183,,,friend,,Sport en gezelligheid lijkt me een hele leuke combinatie.,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ne ne ne, ja ja ja ja, ja ja ja ja"
-6960734752685508991,Vrouw,"cycling, tennis, swimming, other",hardlopen & sportschool,"Tennis 6 jaar, hardlopen en sportschool 6 jaar (nogsteeds), overig voor erbij",,Halve marathon:CPC loop Den Haag \ntijdsduur: 02:00\n\nBeklimming Kilimanjaro Tanzania \n6 dagen trekken,Nee,,? keer per week,,2 à 3 keer per week,70,180,,,"flyer, internet, friend",,Sinds dat ik me kan herinneren ben ik al bezig met sport. Voor mij is het een groot deel van mijn leven en kan me niet zonder voorstellen. Ik ga naar het tweede jaar van mijn studie en zou hierbij heel graag een leuke tijd tegemoet gaan waarin ik nieuwe mensen leer kennen in combinatie met sport. ,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ne ne ja ja, ne ne ja ja, ne ne ja ja, ne ja ja ja"
-8937706065125973122,Man,rowing,,3 jaar,,"paar keer geblikt (weet zo gauw niet met welke nummers op welke wedstrijden, is ondertussen 2 jaar geleden dat ik voor het laatst in een boot heb gezeten)",Ja,3 jaar,Meer dan 5 keer per week,Die Leythe,3 à 4 keer per week,78,191,,,other,vroeger langsgekomen voor wedstrijden,"Na een paar jaar intensief wedstrijdroeien bij Die Leythe vond ik het wel even mooi geweest en ben ik na de eindexamens niet verder gegaan met roeien. Deze lente is t wel weer erg gaan kriebelen, dus ben ik op zoek gegaan naar een leuke vereniging in Amsterdam. Van eerstejaars vrienden bij Skoll, zowel in de \'pleziersectie\' als bij de wedstrijdroeiers, hoorde ik niets dan goeds: een gezellige vereniging met goede feesten en ook nog genoeg kans om degelijk te roeien. Ik denk dat ik goed bij Skoll pas omdat ik hou van gezelligheid, zonder te vergeten dat ik bij de vereniging kom voor \'t roeien.",,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ne ne ja ja, ja ja ja ja, ne ne ja ja, ne ne ja ja"
2795588844708659703,Man,"ice-skating, tennis, swimming",-,Schaatsen 3 jaar; Zwemmen 2 jaar; Tennis 2 jaar,,"Hardloopwedstrijd, 5,2 km in 28 minuten",Nee,,? keer per week,,2 à 3 keer per week,59 kg,173 cm,,,other,Tijdens Intree-week gegeten,"Toen ik afgelopen week bij Skøll was tijdens de intree-week zag ik hoe leuk het was om te roeien op de Amstel. Het plezier van op het water zijn ervaar ik al sinds mijn jeugd met verschillende sporten (zeilen, waterskiën, zwemmen) Roeien heb ik nooit gedaan maar lijkt mij een leuke sport. Ook zag ik hoe de sfeer was in het clubhuis en die beviel mij zeer, deze sfeer zoek ik buiten mijn studie omdat ik het leuk vind om in contact te komen met mede-studenten. Daarnaast vind ik het belangrijk om in beweging te blijven. Door deze redenen lijkt mij de combinatie van het roeien en de borrels Skøll de ultieme plek om lid te worden. \n",Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ne ne, ja ja ja ja, ja ja ja ja"
8948710549763942018,Vrouw,"rowing, atletics, hockey",,"Roeien 2 jaar, hockey 7 jaar, atletiek 2 jaar.",,Kampioen worden met mijn hockeyteam. ,Ja,2 jaar,Minder dan 2 keer per week,"Viking, Utrecht",Minder dan 2 keer per week,68,185,,,"internet, friend, stand",,"Ik ben in de intreeweek langs geweest bij skoll, en ik voelde mij meteen op mijn gemak. Het type mensen sprak mij vooral erg aan. Iedereen is heel aardig en geïnteresseerd. Ook denk ik dat skoll een goede combinatie is van sport en vereniging. Het lijkt me super leuk om een paar keer per week te roeien, en tegelijkertijd nieuwe mensen te leren kennen. Ik heb vroeger al op roeien gezeten, en weet daarom dat ik het een hele leuke sport vind. Verder vind ik het leuk dat er een mogelijkheid is om in een commissie te gaan. Ik zit te denken om misschien wel bij de feestcommissie of de keukencommissie te gaan! ",,,,Nee,Ja,,Nee,,,"ne ja ja ja, ja ja ja ja, ja ja ja ja, ne ne ja ja, ne ne ja ja"
-6552179247405681344,Man,soccer,,10 jaar,,In een voetbalteam spelen die eerste klasse voetbalde en boven in mee kon draaien,Nee,,? keer per week,,2 à 3 keer per week,77 (Niet zeker),185 (Niet zeker),,,stand,,Ik ben een sociale jongen die opzoek is naar een sportieve manier om nieuwe mensen te leren kennen. Roeien lijkt mij een fantastische studentensport en ik ben ook zeker niet vies van de bijkomende feestjes en borrels. ,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
2929104241939964515,Vrouw,"swimming, other","Spinning, hardlopen en HIIT",Vanaf 2013,,"Ik heb tot nu toe nog geen echte sportprestatie neergezet, maar als ik sport probeer ik mezelf steeds te verbeteren op gebied van kracht, conditie en behendigheid. Het lijkt me wel heel leuk om te trainen voor prestaties met het roeien!",Nee,,? keer per week,,Minder dan 2 keer per week,57,171,,,stand,,Ik zocht een vereniging waar sport en gezelligheid gecombineerd wordt. Ik had nog niet eerder geroeid maar tijdens het uitproberen beviel het me al echt goed! Verder houd ik erg veel van buiten zijn en dan met name bezig zijn met een sport (in het water). Het lijkt me super leuk om een sterk en hecht clubje te worden met je bootje en daarnaast welkom te zijn op de grote feesten en gezellige activiteiten. ,,,,Nee,n.v.t.,,Nee,,,"ne ne ne ne, ne ja ja ne, ja ja ja ne, ja ja ja ne, ja ja ja ne"
